Image Name,Average Angle,Speed
00069_angle_30_speed_40.jpg,30,40
00070_angle_30_speed_40.jpg,30,40
00071_angle_60_speed_40.jpg,60,40
00072_angle_30_speed_40.jpg,30,40
00073_angle_30_speed_40.jpg,30,40
00074_angle_30_speed_40.jpg,30,40
00075_angle_30_speed_40.jpg,30,40
00076_angle_0_speed_40.jpg,0,40
00077_angle_0_speed_40.jpg,0,40
00078_angle_30_speed_40.jpg,30,40
00079_angle_30_speed_40.jpg,30,40
00080_angle_60_speed_40.jpg,60,40
00081_angle_60_speed_40.jpg,60,40
00082_angle_60_speed_40.jpg,60,40
00083_angle_60_speed_40.jpg,60,40
00084_angle_120_speed_40.jpg,120,40
00085_angle_150_speed_40.jpg,150,40
00086_angle_150_speed_40.jpg,150,40
00087_angle_150_speed_40.jpg,150,40
00088_angle_150_speed_40.jpg,150,40
00089_angle_150_speed_40.jpg,150,40
00090_angle_150_speed_40.jpg,150,40
00091_angle_120_speed_40.jpg,120,40
00092_angle_30_speed_40.jpg,30,40
00093_angle_30_speed_40.jpg,30,40
00094_angle_30_speed_40.jpg,30,40
00095_angle_30_speed_40.jpg,30,40
00096_angle_30_speed_40.jpg,30,40
00097_angle_30_speed_40.jpg,30,40
00098_angle_30_speed_40.jpg,30,40
00099_angle_30_speed_40.jpg,30,40
00100_angle_30_speed_40.jpg,30,40
00101_angle_30_speed_40.jpg,30,40
00102_angle_150_speed_40.jpg,150,40
00102_angle_150_speed_40_1.jpg,90,40
00103_angle_90_speed_40.jpg,90,40
00105_angle_150_speed_40.jpg,150,40
00106_angle_150_speed_40.jpg,150,40
00107_angle_150_speed_40.jpg,150,40
00108_angle_150_speed_40.jpg,150,40
00109_angle_90_speed_40.jpg,90,40
00110_angle_90_speed_40.jpg,90,40
00110_angle_90_speed_40_1.jpg,90,40
00111_angle_60_speed_40.jpg,60,40
00111_angle_60_speed_40_1.jpg,120,40
00113_angle_120_speed_40.jpg,90,40
00114_angle_90_speed_40.jpg,90,40
00115_angle_90_speed_40.jpg,90,40
00116_angle_90_speed_40.jpg,90,40
00118_angle_90_speed_40.jpg,90,40
00119_angle_30_speed_40.jpg,30,40
00120_angle_0_speed_40.jpg,0,40
00121_angle_0_speed_40.jpg,0,40
00122_angle_90_speed_40.jpg,90,40
00123_angle_30_speed_40.jpg,30,40
00124_angle_30_speed_40.jpg,30,40
00125_angle_30_speed_40.jpg,30,40
00126_angle_60_speed_40.jpg,60,40
00127_angle_150_speed_40.jpg,150,40
00128_angle_120_speed_40.jpg,120,40
00129_angle_150_speed_40.jpg,150,40
00130_angle_120_speed_40.jpg,120,40
00131_angle_90_speed_40.jpg,90,40
00132_angle_120_speed_40.jpg,120,40
00133_angle_120_speed_40.jpg,120,40
00134_angle_90_speed_40.jpg,90,40
00135_angle_60_speed_40.jpg,60,40
00136_angle_30_speed_40.jpg,30,40
00137_angle_120_speed_40.jpg,120,40
00138_angle_90_speed_40.jpg,90,40
00139_angle_90_speed_40.jpg,90,40
00140_angle_30_speed_40.jpg,30,40
00141_angle_30_speed_40.jpg,30,40
00142_angle_60_speed_40.jpg,60,40
00143_angle_60_speed_40.jpg,60,40
00144_angle_30_speed_40.jpg,30,40
00145_angle_60_speed_40.jpg,60,40
00146_angle_60_speed_40.jpg,60,40
00147_angle_120_speed_40.jpg,120,40
00148_angle_30_speed_40.jpg,30,40
00149_angle_30_speed_40.jpg,30,40
00150_angle_30_speed_40.jpg,30,40
00151_angle_60_speed_40.jpg,60,40
00152_angle_30_speed_40.jpg,30,40
00153_angle_30_speed_40.jpg,30,40
00154_angle_60_speed_40.jpg,60,40
00155_angle_30_speed_40.jpg,30,40
00156_angle_60_speed_40.jpg,60,40
00157_angle_60_speed_40.jpg,60,40
00158_angle_60_speed_40.jpg,60,40
00159_angle_60_speed_40.jpg,60,40
00160_angle_120_speed_40.jpg,120,40
00161_angle_60_speed_40.jpg,60,40
00162_angle_60_speed_40.jpg,60,40
00163_angle_60_speed_40.jpg,60,40
00164_angle_60_speed_40.jpg,60,40
00165_angle_60_speed_40.jpg,60,40
00166_angle_30_speed_40.jpg,30,40
00167_angle_60_speed_40.jpg,60,40
00168_angle_30_speed_40.jpg,30,40
00169_angle_30_speed_40.jpg,30,40
00170_angle_30_speed_40.jpg,30,40
00171_angle_30_speed_40.jpg,30,40
00172_angle_30_speed_40.jpg,30,40
00173_angle_120_speed_40.jpg,120,40
00174_angle_30_speed_40.jpg,30,40
00175_angle_90_speed_40.jpg,90,40
00176_angle_60_speed_40.jpg,60,40
00177_angle_30_speed_40.jpg,30,40
00178_angle_30_speed_40.jpg,30,40
00179_angle_60_speed_40.jpg,60,40
00180_angle_30_speed_40.jpg,30,40
00181_angle_30_speed_40.jpg,30,40
00182_angle_30_speed_40.jpg,30,40
00183_angle_30_speed_40.jpg,30,40
00184_angle_30_speed_40.jpg,30,40
00185_angle_30_speed_40.jpg,30,40
00186_angle_150_speed_40.jpg,150,40
00187_angle_60_speed_40.jpg,60,40
00188_angle_30_speed_40.jpg,30,40
00189_angle_60_speed_40.jpg,60,40
00190_angle_60_speed_40.jpg,60,40
00191_angle_30_speed_40.jpg,30,40
00192_angle_30_speed_40.jpg,30,40
00193_angle_60_speed_40.jpg,60,40
00194_angle_60_speed_40.jpg,60,40
00195_angle_30_speed_40.jpg,30,40
00196_angle_60_speed_40.jpg,60,40
00197_angle_60_speed_40.jpg,60,40
00198_angle_30_speed_40.jpg,30,40
00199_angle_60_speed_40.jpg,60,40
00200_angle_120_speed_40.jpg,120,40
00201_angle_60_speed_40.jpg,60,40
00202_angle_30_speed_40.jpg,30,40
00203_angle_60_speed_40.jpg,60,40
00204_angle_60_speed_40.jpg,60,40
00205_angle_30_speed_40.jpg,30,40
00206_angle_60_speed_40.jpg,60,40
00207_angle_30_speed_40.jpg,30,40
00208_angle_60_speed_40.jpg,60,40
00209_angle_60_speed_40.jpg,60,40
00209_angle_60_speed_40_1.jpg,90,40
00210_angle_30_speed_40.jpg,30,40
00210_angle_30_speed_40_1.jpg,90,40
00212_angle_90_speed_40.jpg,90,40
00213_angle_60_speed_40.jpg,60,40
00215_angle_60_speed_40.jpg,60,40
00216_angle_60_speed_40.jpg,60,40
00216_angle_60_speed_40_1.jpg,90,40
00217_angle_60_speed_40.jpg,60,40
00217_angle_60_speed_40_1.jpg,90,40
00220_angle_60_speed_40.jpg,60,40
00221_angle_60_speed_40.jpg,60,40
00221_angle_60_speed_40_1.jpg,90,40
00222_angle_60_speed_40.jpg,60,40
00223_angle_90_speed_40.jpg,90,40
00224_angle_60_speed_40.jpg,60,40
00226_angle_120_speed_40.jpg,120,40
00227_angle_60_speed_40.jpg,60,40
00228_angle_90_speed_40.jpg,90,40
00229_angle_120_speed_40.jpg,120,40
00229_angle_120_speed_40_1.jpg,90,40
00230_angle_150_speed_40.jpg,150,40
00232_angle_120_speed_40.jpg,120,40
00233_angle_120_speed_40.jpg,120,40
00234_angle_90_speed_40.jpg,90,40
00235_angle_120_speed_40.jpg,120,40
00236_angle_120_speed_40.jpg,120,40
00237_angle_60_speed_40.jpg,60,40
00238_angle_120_speed_40.jpg,120,40
00239_angle_120_speed_40.jpg,120,40
00239_angle_120_speed_40_1.jpg,90,40
00240_angle_150_speed_40.jpg,150,40
00242_angle_120_speed_40.jpg,120,40
00243_angle_90_speed_40.jpg,90,40
00243_angle_90_speed_40_1.jpg,90,40
00244_angle_120_speed_40.jpg,120,40
00246_angle_120_speed_40.jpg,120,40
00246_angle_120_speed_40_1.jpg,90,40
00247_angle_120_speed_40.jpg,120,40
00249_angle_60_speed_40.jpg,60,40
00250_angle_150_speed_40.jpg,150,40
00251_angle_120_speed_40.jpg,120,40
00252_angle_150_speed_40.jpg,150,40
00253_angle_120_speed_40.jpg,120,40
00254_angle_120_speed_40.jpg,120,40
00255_angle_120_speed_40.jpg,120,40
00256_angle_90_speed_40.jpg,90,40
00256_angle_90_speed_40_1.jpg,90,40
00257_angle_120_speed_40.jpg,120,40
00259_angle_90_speed_40.jpg,90,40
00260_angle_150_speed_40.jpg,150,40
00261_angle_60_speed_40.jpg,60,40
00262_angle_90_speed_40.jpg,90,40
00263_angle_120_speed_40.jpg,120,40
00264_angle_120_speed_40.jpg,120,40
00265_angle_90_speed_40.jpg,90,40
00266_angle_90_speed_40.jpg,90,40
00267_angle_60_speed_40.jpg,60,40
00267_angle_60_speed_40_1.jpg,90,40
00268_angle_120_speed_40.jpg,120,40
00270_angle_90_speed_40.jpg,90,40
00271_angle_120_speed_40.jpg,120,40
00272_angle_90_speed_40.jpg,90,40
00273_angle_60_speed_40.jpg,60,40
00273_angle_60_speed_40_1.jpg,90,40
00274_angle_120_speed_40.jpg,120,40
00276_angle_90_speed_40.jpg,90,40
00277_angle_30_speed_40.jpg,30,40
00277_angle_30_speed_40_1.jpg,90,40
00278_angle_60_speed_40.jpg,60,40
00280_angle_60_speed_40.jpg,60,40
00281_angle_0_speed_40.jpg,0,40
00282_angle_90_speed_40.jpg,90,40
00283_angle_60_speed_40.jpg,60,40
00284_angle_60_speed_40.jpg,60,40
00285_angle_120_speed_40.jpg,120,40
00286_angle_60_speed_40.jpg,60,40
00287_angle_60_speed_40.jpg,60,40
00288_angle_60_speed_40.jpg,60,40
00289_angle_120_speed_40.jpg,120,40
00290_angle_30_speed_40.jpg,30,40
00291_angle_60_speed_40.jpg,60,40
00292_angle_60_speed_40.jpg,60,40
00293_angle_60_speed_40.jpg,60,40
00294_angle_60_speed_40.jpg,60,40
00295_angle_60_speed_40.jpg,60,40
00296_angle_60_speed_40.jpg,60,40
00297_angle_60_speed_40.jpg,60,40
00298_angle_60_speed_40.jpg,60,40
00299_angle_60_speed_40.jpg,60,40
00300_angle_60_speed_40.jpg,60,40
00301_angle_60_speed_40.jpg,60,40
00301_angle_60_speed_40_1.jpg,90,40
00302_angle_30_speed_40.jpg,30,40
00304_angle_90_speed_40.jpg,90,40
00305_angle_60_speed_40.jpg,60,40
00306_angle_60_speed_40.jpg,60,40
00306_angle_60_speed_40_1.jpg,90,40
00307_angle_60_speed_40.jpg,60,40
00309_angle_90_speed_40.jpg,90,40
00310_angle_60_speed_40.jpg,60,40
00310_angle_60_speed_40_1.jpg,90,40
00311_angle_90_speed_40.jpg,90,40
00313_angle_60_speed_40.jpg,60,40
00314_angle_60_speed_40.jpg,60,40
00315_angle_60_speed_40.jpg,60,40
00316_angle_60_speed_40.jpg,60,40
00317_angle_30_speed_40.jpg,30,40
00318_angle_60_speed_40.jpg,60,40
00318_angle_60_speed_40_1.jpg,90,40
00319_angle_60_speed_40.jpg,60,40
00321_angle_60_speed_40.jpg,60,40
00322_angle_90_speed_40.jpg,90,40
00323_angle_60_speed_40.jpg,60,40
00323_angle_60_speed_40_1.jpg,90,40
00324_angle_30_speed_40.jpg,30,40
00326_angle_30_speed_40.jpg,30,40
00327_angle_30_speed_40.jpg,30,40
00328_angle_60_speed_40.jpg,60,40
00329_angle_60_speed_40.jpg,60,40
00330_angle_60_speed_40.jpg,60,40
00331_angle_60_speed_40.jpg,60,40
00332_angle_30_speed_40.jpg,30,40
00333_angle_120_speed_40.jpg,120,40
00334_angle_60_speed_40.jpg,60,40
00335_angle_60_speed_40.jpg,60,40
00336_angle_60_speed_40.jpg,60,40
00337_angle_60_speed_40.jpg,60,40
00338_angle_60_speed_40.jpg,60,40
00339_angle_60_speed_40.jpg,60,40
00340_angle_30_speed_40.jpg,30,40
00341_angle_60_speed_40.jpg,60,40
00342_angle_60_speed_40.jpg,60,40
00343_angle_30_speed_40.jpg,30,40
00344_angle_90_speed_40.jpg,90,40
00345_angle_30_speed_40.jpg,30,40
00346_angle_60_speed_40.jpg,60,40
00347_angle_30_speed_40.jpg,30,40
00348_angle_30_speed_40.jpg,30,40
00349_angle_60_speed_40.jpg,60,40
00350_angle_0_speed_40.jpg,0,40
00351_angle_60_speed_40.jpg,60,40
00352_angle_30_speed_40.jpg,30,40
00353_angle_30_speed_40.jpg,30,40
00354_angle_30_speed_40.jpg,30,40
00355_angle_90_speed_40.jpg,90,40
00356_angle_60_speed_40.jpg,60,40
00357_angle_60_speed_40.jpg,60,40
00358_angle_60_speed_40.jpg,60,40
00359_angle_60_speed_40.jpg,60,40
00360_angle_60_speed_40.jpg,60,40
00361_angle_30_speed_40.jpg,30,40
00362_angle_30_speed_40.jpg,30,40
00363_angle_30_speed_40.jpg,30,40
00364_angle_30_speed_40.jpg,30,40
00365_angle_30_speed_40.jpg,30,40
00366_angle_90_speed_40.jpg,90,40
00367_angle_30_speed_40.jpg,30,40
00368_angle_30_speed_40.jpg,30,40
00369_angle_30_speed_40.jpg,30,40
00370_angle_30_speed_40.jpg,30,40
00371_angle_60_speed_40.jpg,60,40
00372_angle_30_speed_40.jpg,30,40
00373_angle_60_speed_40.jpg,60,40
00374_angle_30_speed_40.jpg,30,40
00375_angle_60_speed_40.jpg,60,40
00376_angle_30_speed_40.jpg,30,40
00377_angle_90_speed_40.jpg,90,40
00378_angle_60_speed_40.jpg,60,40
00379_angle_30_speed_40.jpg,30,40
00380_angle_60_speed_40.jpg,60,40
00381_angle_60_speed_40.jpg,60,40
00382_angle_30_speed_40.jpg,30,40
00382_angle_30_speed_40_1.jpg,90,40
00383_angle_60_speed_40.jpg,60,40
00385_angle_60_speed_40.jpg,60,40
00386_angle_30_speed_40.jpg,30,40
00386_angle_30_speed_40_1.jpg,90,40
00387_angle_30_speed_40.jpg,30,40
00389_angle_30_speed_40.jpg,30,40
00389_angle_30_speed_40_1.jpg,90,40
00390_angle_30_speed_40.jpg,30,40
00392_angle_30_speed_40.jpg,30,40
00393_angle_30_speed_40.jpg,30,40
00394_angle_30_speed_40.jpg,30,40
00395_angle_60_speed_40.jpg,60,40
00396_angle_30_speed_40.jpg,30,40
00397_angle_30_speed_40.jpg,30,40
00397_angle_30_speed_40_1.jpg,90,40
00398_angle_30_speed_40.jpg,30,40
00400_angle_30_speed_40.jpg,30,40
00401_angle_60_speed_40.jpg,60,40
00402_angle_30_speed_40.jpg,30,40
00403_angle_30_speed_40.jpg,30,40
00404_angle_30_speed_40.jpg,30,40
00405_angle_30_speed_40.jpg,30,40
00406_angle_30_speed_40.jpg,30,40
00407_angle_60_speed_40.jpg,60,40
00408_angle_60_speed_40.jpg,60,40
00408_angle_60_speed_40_1.jpg,90,40
00409_angle_30_speed_40.jpg,30,40
00411_angle_30_speed_40.jpg,30,40
00412_angle_30_speed_40.jpg,30,40
00413_angle_30_speed_40.jpg,30,40
00414_angle_30_speed_40.jpg,30,40
00415_angle_30_speed_40.jpg,30,40
00416_angle_30_speed_40.jpg,30,40
00417_angle_60_speed_40.jpg,60,40
00417_angle_60_speed_40_1.jpg,90,40
00418_angle_60_speed_40.jpg,60,40
00420_angle_30_speed_40.jpg,30,40
00421_angle_60_speed_40.jpg,60,40
00422_angle_30_speed_40.jpg,30,40
00423_angle_30_speed_40.jpg,30,40
00424_angle_60_speed_40.jpg,60,40
00425_angle_30_speed_40.jpg,30,40
00426_angle_60_speed_40.jpg,60,40
00427_angle_60_speed_40.jpg,60,40
00428_angle_30_speed_40.jpg,30,40
00429_angle_30_speed_40.jpg,30,40
00429_angle_30_speed_40_1.jpg,90,40
00430_angle_0_speed_40.jpg,0,40
00432_angle_120_speed_40.jpg,120,40
00433_angle_0_speed_40.jpg,0,40
00434_angle_30_speed_40.jpg,30,40
00435_angle_30_speed_40.jpg,30,40
00436_angle_30_speed_40.jpg,30,40
00437_angle_0_speed_40.jpg,0,40
00438_angle_30_speed_40.jpg,30,40
00439_angle_30_speed_40.jpg,30,40
00440_angle_30_speed_40.jpg,30,40
00441_angle_30_speed_40.jpg,30,40
00442_angle_60_speed_40.jpg,60,40
00443_angle_60_speed_40.jpg,60,40
00444_angle_90_speed_40.jpg,90,40
00445_angle_30_speed_40.jpg,30,40
00446_angle_30_speed_40.jpg,30,40
00447_angle_30_speed_40.jpg,30,40
00448_angle_30_speed_40.jpg,30,40
00449_angle_30_speed_40.jpg,30,40
00450_angle_30_speed_40.jpg,30,40
00451_angle_30_speed_40.jpg,30,40
00452_angle_30_speed_40.jpg,30,40
00452_angle_30_speed_40_1.jpg,90,40
00453_angle_30_speed_40.jpg,30,40
00454_angle_90_speed_40.jpg,90,40
00455_angle_30_speed_40.jpg,30,40
00457_angle_30_speed_40.jpg,30,40
00458_angle_30_speed_40.jpg,30,40
00459_angle_60_speed_40.jpg,60,40
00460_angle_30_speed_40.jpg,30,40
00461_angle_30_speed_40.jpg,30,40
00462_angle_30_speed_40.jpg,30,40
00463_angle_30_speed_40.jpg,30,40
00464_angle_30_speed_40.jpg,30,40
00465_angle_120_speed_40.jpg,120,40
00466_angle_30_speed_40.jpg,30,40
00467_angle_30_speed_40.jpg,30,40
00468_angle_60_speed_40.jpg,60,40
00469_angle_30_speed_40.jpg,30,40
00470_angle_30_speed_40.jpg,30,40
00471_angle_30_speed_40.jpg,30,40
00472_angle_30_speed_40.jpg,30,40
00473_angle_30_speed_40.jpg,30,40
00474_angle_30_speed_40.jpg,30,40
00475_angle_30_speed_40.jpg,30,40
00476_angle_90_speed_40.jpg,90,40
00477_angle_30_speed_40.jpg,30,40
00478_angle_0_speed_40.jpg,0,40
00479_angle_30_speed_40.jpg,30,40
00480_angle_0_speed_40.jpg,0,40
00481_angle_60_speed_40.jpg,60,40
00482_angle_0_speed_40.jpg,0,40
00483_angle_30_speed_40.jpg,30,40
00484_angle_30_speed_40.jpg,30,40
00485_angle_30_speed_40.jpg,30,40
00485_angle_30_speed_40_1.jpg,90,40
00486_angle_30_speed_40.jpg,30,40
00488_angle_0_speed_40.jpg,0,40
00489_angle_30_speed_40.jpg,30,40
00490_angle_30_speed_40.jpg,30,40
00491_angle_0_speed_40.jpg,0,40
00492_angle_30_speed_40.jpg,30,40
00493_angle_90_speed_40.jpg,90,40
00494_angle_60_speed_40.jpg,60,40
00495_angle_30_speed_40.jpg,30,40
00496_angle_30_speed_40.jpg,30,40
00497_angle_30_speed_40.jpg,30,40
00498_angle_60_speed_40.jpg,60,40
00499_angle_0_speed_40.jpg,0,40
00500_angle_30_speed_40.jpg,30,40
00501_angle_30_speed_40.jpg,30,40
00502_angle_0_speed_40.jpg,0,40
00503_angle_60_speed_40.jpg,60,40
00504_angle_30_speed_40.jpg,30,40
00505_angle_60_speed_40.jpg,60,40
00506_angle_30_speed_40.jpg,30,40
00507_angle_30_speed_40.jpg,30,40
00508_angle_30_speed_40.jpg,30,40
00509_angle_60_speed_40.jpg,60,40
00510_angle_60_speed_40.jpg,60,40
00511_angle_30_speed_40.jpg,30,40
00512_angle_30_speed_40.jpg,30,40
00513_angle_60_speed_40.jpg,60,40
00514_angle_30_speed_40.jpg,30,40
00515_angle_30_speed_40.jpg,30,40
00516_angle_60_speed_40.jpg,60,40
00517_angle_60_speed_40.jpg,60,40
00518_angle_30_speed_40.jpg,30,40
00519_angle_60_speed_40.jpg,60,40
00520_angle_120_speed_40.jpg,120,40
00521_angle_30_speed_40.jpg,30,40
00522_angle_60_speed_40.jpg,60,40
00523_angle_60_speed_40.jpg,60,40
00524_angle_60_speed_40.jpg,60,40
00525_angle_60_speed_40.jpg,60,40
00526_angle_60_speed_40.jpg,60,40
00527_angle_60_speed_40.jpg,60,40
00528_angle_60_speed_40.jpg,60,40
00529_angle_120_speed_40.jpg,120,40
00530_angle_150_speed_40.jpg,150,40
00530_angle_150_speed_40_1.jpg,90,40
00531_angle_60_speed_40.jpg,60,40
00531_angle_60_speed_40_1.jpg,90,40
00534_angle_30_speed_40.jpg,30,40
00535_angle_60_speed_40.jpg,60,40
00535_angle_60_speed_40_1.jpg,90,40
00536_angle_60_speed_40.jpg,60,40
00536_angle_60_speed_40_1.jpg,90,40
00538_angle_90_speed_40.jpg,90,40
00539_angle_60_speed_40.jpg,60,40
00539_angle_60_speed_40_1.jpg,90,40
00540_angle_90_speed_40.jpg,90,40
00541_angle_90_speed_40.jpg,90,40
00542_angle_90_speed_40.jpg,90,40
00543_angle_90_speed_40.jpg,90,40
00546_angle_60_speed_40.jpg,60,40
00546_angle_60_speed_40_1.jpg,90,40
00547_angle_60_speed_40.jpg,60,40
00548_angle_90_speed_40.jpg,90,40
00549_angle_150_speed_40.jpg,150,40
00551_angle_120_speed_40.jpg,120,40
00551_angle_120_speed_40_1.jpg,90,40
00552_angle_120_speed_40.jpg,120,40
00552_angle_120_speed_40_1.jpg,90,40
00553_angle_90_speed_40.jpg,90,40
00556_angle_120_speed_40.jpg,120,40
00557_angle_60_speed_40.jpg,60,40
00558_angle_60_speed_40.jpg,60,40
00559_angle_60_speed_40.jpg,60,40
00560_angle_60_speed_40.jpg,60,40
00561_angle_60_speed_40.jpg,60,40
00562_angle_60_speed_40.jpg,60,40
00563_angle_60_speed_40.jpg,60,40
00564_angle_60_speed_40.jpg,60,40
00565_angle_60_speed_40.jpg,60,40
00565_angle_60_speed_40_1.jpg,90,40
00566_angle_60_speed_40.jpg,60,40
00567_angle_90_speed_40.jpg,90,40
00568_angle_60_speed_40.jpg,60,40
00570_angle_60_speed_40.jpg,60,40
00571_angle_60_speed_40.jpg,60,40
00571_angle_60_speed_40_1.jpg,90,40
00572_angle_60_speed_40.jpg,60,40
00572_angle_60_speed_40_1.jpg,90,40
00575_angle_60_speed_40.jpg,60,40
00575_angle_60_speed_40_1.jpg,90,40
00576_angle_60_speed_40.jpg,60,40
00578_angle_60_speed_40.jpg,60,40
00579_angle_60_speed_40.jpg,60,40
00579_angle_60_speed_40_1.jpg,90,40
00580_angle_60_speed_40.jpg,60,40
00580_angle_60_speed_40_1.jpg,90,40
00582_angle_90_speed_40.jpg,90,40
00583_angle_60_speed_40.jpg,60,40
00583_angle_60_speed_40_1.jpg,90,40
00586_angle_120_speed_40.jpg,120,40
00587_angle_120_speed_40.jpg,120,40
00588_angle_120_speed_40.jpg,120,40
00589_angle_60_speed_40.jpg,60,40
00590_angle_60_speed_40.jpg,60,40
00591_angle_60_speed_40.jpg,60,40
00592_angle_60_speed_40.jpg,60,40
00593_angle_60_speed_40.jpg,60,40
00594_angle_60_speed_40.jpg,60,40
00595_angle_60_speed_40.jpg,60,40
00596_angle_60_speed_40.jpg,60,40
00597_angle_60_speed_40.jpg,60,40
00598_angle_60_speed_40.jpg,60,40
00599_angle_30_speed_40.jpg,30,40
00600_angle_30_speed_40.jpg,30,40
00601_angle_60_speed_40.jpg,60,40
00601_angle_60_speed_40_1.jpg,90,40
00602_angle_60_speed_40.jpg,60,40
00603_angle_90_speed_40.jpg,90,40
00604_angle_60_speed_40.jpg,60,40
00606_angle_60_speed_40.jpg,60,40
00606_angle_60_speed_40_1.jpg,90,40
00607_angle_30_speed_40.jpg,30,40
00609_angle_30_speed_40.jpg,30,40
00610_angle_30_speed_40.jpg,30,40
00611_angle_30_speed_40.jpg,30,40
00612_angle_30_speed_40.jpg,30,40
00613_angle_30_speed_40.jpg,30,40
00613_angle_30_speed_40_1.jpg,90,40
00614_angle_30_speed_40.jpg,30,40
00616_angle_30_speed_40.jpg,30,40
00617_angle_60_speed_40.jpg,60,40
00618_angle_60_speed_40.jpg,60,40
00619_angle_60_speed_40.jpg,60,40
00620_angle_60_speed_40.jpg,60,40
00621_angle_30_speed_40.jpg,30,40
00622_angle_60_speed_40.jpg,60,40
00623_angle_60_speed_40.jpg,60,40
00624_angle_30_speed_40.jpg,30,40
00625_angle_30_speed_40.jpg,30,40
00626_angle_30_speed_40.jpg,30,40
00627_angle_60_speed_40.jpg,60,40
00628_angle_30_speed_40.jpg,30,40
00628_angle_30_speed_40_1.jpg,90,40
00629_angle_60_speed_40.jpg,60,40
00631_angle_60_speed_40.jpg,60,40
00632_angle_60_speed_40.jpg,60,40
00633_angle_30_speed_40.jpg,30,40
00634_angle_30_speed_40.jpg,30,40
00635_angle_60_speed_40.jpg,60,40
00636_angle_30_speed_40.jpg,30,40
00637_angle_30_speed_40.jpg,30,40
00638_angle_30_speed_40.jpg,30,40
00639_angle_60_speed_40.jpg,60,40
00639_angle_60_speed_40_1.jpg,90,40
00640_angle_30_speed_40.jpg,30,40
00642_angle_60_speed_40.jpg,60,40
00643_angle_60_speed_40.jpg,60,40
00644_angle_30_speed_40.jpg,30,40
00645_angle_60_speed_40.jpg,60,40
00646_angle_30_speed_40.jpg,30,40
00647_angle_30_speed_40.jpg,30,40
00648_angle_60_speed_40.jpg,60,40
00649_angle_30_speed_40.jpg,30,40
00650_angle_30_speed_40.jpg,30,40
00651_angle_60_speed_40.jpg,60,40
00652_angle_120_speed_40.jpg,120,40
00653_angle_30_speed_40.jpg,30,40
00654_angle_30_speed_40.jpg,30,40
00654_angle_30_speed_40_1.jpg,90,40
00655_angle_60_speed_40.jpg,60,40
00657_angle_60_speed_40.jpg,60,40
00658_angle_30_speed_40.jpg,30,40
00658_angle_30_speed_40_1.jpg,90,40
